date,max_temp,precipitation,root_zone_moisture,deep_soil_moisture,rolling_rain_14d
2026-07-26,36.8,0.0,0.20916666666666664,0.2549166666666667,0.0
2026-07-27,39.6,0.0,0.20729166666666665,0.254,0.0
2026-07-28,42.4,0.0,0.2055,0.25366666666666665,0.0
2026-07-29,45.1,0.0,0.204,0.253,0.0
2026-07-30,46.0,0.0,0.20258333333333334,0.2525833333333333,0.0
2026-07-31,45.8,0.0,0.1955416666666667,0.24091666666666667,0.0
2026-08-01,45.4,0.0,0.18479166666666666,0.22358333333333333,0.0
